Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
Condor,3362,Los Angeles,2024-10-31T10:55:00,2,2024-11-01T12:45:00,London,1130,$883
Condor,2824,Los Angeles,2024-10-31T05:20:00,2,2024-11-01T07:45:00,London,1165,$846
Virgin Atlantic,8,Los Angeles,2024-11-01T18:10:00,0,2024-11-02T11:25:00,London,615,$523
Delta,5978,Los Angeles,2024-11-01T18:10:00,0,2024-11-02T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2024-11-01T23:10:00,0,2024-11-02T16:25:00,London,615,$523
Delta,5976,Los Angeles,2024-11-01T23:10:00,0,2024-11-02T16:25:00,London,615,$523
Lufthansa,9343,Los Angeles,2024-11-01T20:00:00,0,2024-11-02T13:30:00,London,630,$543
British Airways,280,Los Angeles,2024-11-01T19:10:00,0,2024-11-02T12:30:00,London,620,$642
British Airways,268,Los Angeles,2024-11-01T21:50:00,0,2024-11-02T15:10:00,London,620,$642
British Airways,1604,Los Angeles,2024-11-01T18:10:00,0,2024-11-02T11:40:00,London,630,$642
British Airways,282,Los Angeles,2024-11-01T16:25:00,0,2024-11-02T09:50:00,London,625,$642
British Airways,1509,Los Angeles,2024-11-01T20:45:00,0,2024-11-02T14:20:00,London,635,$642
Virgin Atlantic,8,Los Angeles,2024-11-02T18:10:00,0,2024-11-03T11:25:00,London,615,$541
Virgin Atlantic,24,Los Angeles,2024-11-02T23:10:00,0,2024-11-03T16:25:00,London,615,$541
British Airways,1509,Los Angeles,2024-11-02T20:45:00,0,2024-11-03T14:20:00,London,635,$551
British Airways,1613,Los Angeles,2024-11-02T22:30:00,0,2024-11-03T16:00:00,London,630,$551
Alaska Airlines,8034,Los Angeles,2024-11-02T18:10:00,0,2024-11-03T11:40:00,London,630,$546
Alaska Airlines,8036,Los Angeles,2024-11-02T20:45:00,0,2024-11-03T14:20:00,London,635,$543
Iberia,4262,Los Angeles,2024-11-02T18:10:00,0,2024-11-03T11:40:00,London,630,$553
Finnair,5784,Los Angeles,2024-11-02T20:45:00,0,2024-11-03T14:20:00,London,635,$551
Finnair,4013,Los Angeles,2024-11-02T18:10:00,0,2024-11-03T11:40:00,London,630,$559
Finnair,4092,Los Angeles,2024-11-02T22:30:00,0,2024-11-03T16:00:00,London,630,$551
Finnair,5458,Los Angeles,2024-11-03T20:50:00,0,2024-11-04T15:10:00,London,620,$447
Virgin Atlantic,8,Los Angeles,2024-11-03T17:10:00,0,2024-11-04T11:25:00,London,615,$490
Finnair,4092,Los Angeles,2024-11-03T21:30:00,0,2024-11-04T16:00:00,London,630,$447
Virgin Atlantic,24,Los Angeles,2024-11-03T22:10:00,0,2024-11-04T16:25:00,London,615,$490
British Airways,280,Los Angeles,2024-11-03T18:10:00,0,2024-11-04T12:30:00,London,620,$514
Alaska Airlines,8034,Los Angeles,2024-11-03T17:10:00,0,2024-11-04T11:40:00,London,630,$480
British Airways,268,Los Angeles,2024-11-03T20:50:00,0,2024-11-04T15:10:00,London,620,$514
Alaska Airlines,8036,Los Angeles,2024-11-03T19:45:00,0,2024-11-04T14:20:00,London,635,$479
Alaska Airlines,8038,Los Angeles,2024-11-03T21:30:00,0,2024-11-04T16:00:00,London,630,$479
British Airways,1509,Los Angeles,2024-11-03T19:45:00,0,2024-11-04T14:20:00,London,635,$514
Virgin Atlantic,8,Los Angeles,2024-11-04T17:10:00,0,2024-11-05T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2024-11-04T22:10:00,0,2024-11-05T16:25:00,London,615,$473
British Airways,280,Los Angeles,2024-11-04T18:10:00,0,2024-11-05T12:30:00,London,620,$488
Delta,5978,Los Angeles,2024-11-04T17:10:00,0,2024-11-05T11:25:00,London,615,$473
British Airways,268,Los Angeles,2024-11-04T20:50:00,0,2024-11-05T15:10:00,London,620,$488
American Airlines,6991,Los Angeles,2024-11-04T18:10:00,0,2024-11-05T12:30:00,London,620,$488
Delta,5976,Los Angeles,2024-11-04T22:10:00,0,2024-11-05T16:25:00,London,615,$473
American Airlines,6983,Los Angeles,2024-11-04T20:50:00,0,2024-11-05T15:10:00,London,620,$488
United,923,Los Angeles,2024-11-04T19:00:00,0,2024-11-05T13:30:00,London,630,$493
Finnair,5458,Los Angeles,2024-11-04T20:50:00,0,2024-11-05T15:10:00,London,620,$488
Iberia,3621,Los Angeles,2024-11-05T18:10:00,0,2024-11-06T12:30:00,London,620,$490
Iberia,3623,Los Angeles,2024-11-05T15:25:00,0,2024-11-06T09:50:00,London,625,$490
Iberia,3613,Los Angeles,2024-11-05T20:50:00,0,2024-11-06T15:10:00,London,620,$490
Iberia,4262,Los Angeles,2024-11-05T17:10:00,0,2024-11-06T11:40:00,London,630,$490
Iberia,4237,Los Angeles,2024-11-05T19:45:00,0,2024-11-06T14:20:00,London,635,$490
Iberia,4819,Los Angeles,2024-11-05T21:30:00,0,2024-11-06T16:00:00,London,630,$490
Iberia,4987,Los Angeles,2024-11-05T10:05:00,1,2024-11-06T07:20:00,London,795,$495
Iberia,4459,Los Angeles,2024-11-05T09:00:00,1,2024-11-06T06:20:00,London,800,$495
Iberia,4998,Los Angeles,2024-11-05T11:24:00,1,2024-11-06T09:40:00,London,856,$495
SWISS,41,Los Angeles,2024-11-05T19:20:00,1,2024-11-06T17:50:00,London,870,$510
Iberia,3621,Los Angeles,2024-11-06T18:10:00,0,2024-11-07T12:30:00,London,620,$488
Iberia,3613,Los Angeles,2024-11-06T20:50:00,0,2024-11-07T15:10:00,London,620,$488
Iberia,3623,Los Angeles,2024-11-06T15:25:00,0,2024-11-07T09:50:00,London,625,$488
Iberia,4262,Los Angeles,2024-11-06T17:10:00,0,2024-11-07T11:40:00,London,630,$488
British Airways,280,Los Angeles,2024-11-06T18:10:00,0,2024-11-07T12:30:00,London,620,$557
Iberia,4237,Los Angeles,2024-11-06T19:45:00,0,2024-11-07T14:20:00,London,635,$488
British Airways,268,Los Angeles,2024-11-06T20:50:00,0,2024-11-07T15:10:00,London,620,$557
British Airways,282,Los Angeles,2024-11-06T15:25:00,0,2024-11-07T09:50:00,London,625,$557
Iberia,4819,Los Angeles,2024-11-06T21:30:00,0,2024-11-07T16:00:00,London,630,$488
Finnair,4013,Los Angeles,2024-11-06T17:10:00,0,2024-11-07T11:40:00,London,630,$542
Delta,5978,Los Angeles,2024-11-07T17:10:00,0,2024-11-08T11:25:00,London,615,$523
Delta,5976,Los Angeles,2024-11-07T22:10:00,0,2024-11-08T16:25:00,London,615,$523
United,923,Los Angeles,2024-11-07T19:00:00,0,2024-11-08T13:30:00,London,630,$543
British Airways,268,Los Angeles,2024-11-07T20:50:00,0,2024-11-08T15:10:00,London,620,$588
British Airways,280,Los Angeles,2024-11-07T18:10:00,0,2024-11-08T12:30:00,London,620,$588
British Airways,282,Los Angeles,2024-11-07T15:25:00,0,2024-11-08T09:50:00,London,625,$588
British Airways,1613,Los Angeles,2024-11-07T21:30:00,0,2024-11-08T16:00:00,London,630,$588
British Airways,1604,Los Angeles,2024-11-07T17:10:00,0,2024-11-08T11:40:00,London,630,$588
Lufthansa,9343,Los Angeles,2024-11-07T19:00:00,0,2024-11-08T13:30:00,London,630,$543
American Airlines,6983,Los Angeles,2024-11-07T20:50:00,0,2024-11-08T15:10:00,London,620,$588
Delta,5978,Los Angeles,2024-11-08T17:10:00,0,2024-11-09T11:25:00,London,615,$523
Delta,5976,Los Angeles,2024-11-08T22:10:00,0,2024-11-09T16:25:00,London,615,$523
United,923,Los Angeles,2024-11-08T19:00:00,0,2024-11-09T13:30:00,London,630,$543
British Airways,280,Los Angeles,2024-11-08T18:10:00,0,2024-11-09T12:30:00,London,620,$588
Lufthansa,9343,Los Angeles,2024-11-08T19:00:00,0,2024-11-09T13:30:00,London,630,$543
British Airways,268,Los Angeles,2024-11-08T20:50:00,0,2024-11-09T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2024-11-08T17:10:00,0,2024-11-09T11:40:00,London,630,$588
British Airways,282,Los Angeles,2024-11-08T15:25:00,0,2024-11-09T09:50:00,London,625,$588
British Airways,1509,Los Angeles,2024-11-08T19:45:00,0,2024-11-09T14:20:00,London,635,$588
American Airlines,6991,Los Angeles,2024-11-08T18:10:00,0,2024-11-09T12:30:00,London,620,$588
Iberia,3621,Los Angeles,2024-11-09T18:10:00,0,2024-11-10T12:30:00,London,620,$588
Iberia,4262,Los Angeles,2024-11-09T17:10:00,0,2024-11-10T11:40:00,London,630,$588
Iberia,3613,Los Angeles,2024-11-09T20:50:00,0,2024-11-10T15:10:00,London,620,$588
Iberia,4237,Los Angeles,2024-11-09T19:45:00,0,2024-11-10T14:20:00,London,635,$588
British Airways,280,Los Angeles,2024-11-09T18:10:00,0,2024-11-10T12:30:00,London,620,$663
British Airways,1604,Los Angeles,2024-11-09T17:10:00,0,2024-11-10T11:40:00,London,630,$658
Iberia,4819,Los Angeles,2024-11-09T21:30:00,0,2024-11-10T16:00:00,London,630,$588
British Airways,268,Los Angeles,2024-11-09T20:50:00,0,2024-11-10T15:10:00,London,620,$663
British Airways,1509,Los Angeles,2024-11-09T19:45:00,0,2024-11-10T14:20:00,London,635,$658
British Airways,1613,Los Angeles,2024-11-09T21:30:00,0,2024-11-10T16:00:00,London,630,$658
Iberia,3621,Los Angeles,2024-11-10T18:10:00,0,2024-11-11T12:30:00,London,620,$490
Iberia,4262,Los Angeles,2024-11-10T17:10:00,0,2024-11-11T11:40:00,London,630,$490
Iberia,3613,Los Angeles,2024-11-10T20:50:00,0,2024-11-11T15:10:00,London,620,$490
Iberia,4237,Los Angeles,2024-11-10T19:45:00,0,2024-11-11T14:20:00,London,635,$490
Iberia,4819,Los Angeles,2024-11-10T21:30:00,0,2024-11-11T16:00:00,London,630,$490
Iberia,3623,Los Angeles,2024-11-10T15:25:00,0,2024-11-11T09:50:00,London,625,$561
Iberia,4987,Los Angeles,2024-11-10T10:05:00,1,2024-11-11T07:20:00,London,795,$495
SWISS,41,Los Angeles,2024-11-10T19:20:00,1,2024-11-11T17:05:00,London,825,$530
Iberia,4459,Los Angeles,2024-11-10T09:00:00,1,2024-11-11T06:20:00,London,800,$566
ITA Airways,621,Los Angeles,2024-11-10T15:25:00,1,2024-11-11T16:10:00,London,1005,$497
Virgin Atlantic,8,Los Angeles,2024-11-11T17:10:00,0,2024-11-12T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-11-11T17:10:00,0,2024-11-12T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2024-11-11T22:10:00,0,2024-11-12T16:25:00,London,615,$473
British Airways,282,Los Angeles,2024-11-11T15:25:00,0,2024-11-12T09:50:00,London,625,$488
British Airways,1604,Los Angeles,2024-11-11T17:10:00,0,2024-11-12T11:40:00,London,630,$488
British Airways,268,Los Angeles,2024-11-11T20:50:00,0,2024-11-12T15:10:00,London,620,$488
British Airways,1509,Los Angeles,2024-11-11T19:45:00,0,2024-11-12T14:20:00,London,635,$488
Delta,5976,Los Angeles,2024-11-11T22:10:00,0,2024-11-12T16:25:00,London,615,$473
British Airways,1613,Los Angeles,2024-11-11T21:30:00,0,2024-11-12T16:00:00,London,630,$488
American Airlines,6935,Los Angeles,2024-11-11T15:25:00,0,2024-11-12T09:50:00,London,625,$488
Virgin Atlantic,8,Los Angeles,2024-11-12T17:10:00,0,2024-11-13T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2024-11-12T22:10:00,0,2024-11-13T16:25:00,London,615,$473
Delta,5978,Los Angeles,2024-11-12T17:10:00,0,2024-11-13T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-11-12T18:10:00,0,2024-11-13T12:30:00,London,620,$490
British Airways,268,Los Angeles,2024-11-12T20:50:00,0,2024-11-13T15:10:00,London,620,$490
British Airways,1604,Los Angeles,2024-11-12T17:10:00,0,2024-11-13T11:40:00,London,630,$490
Delta,5976,Los Angeles,2024-11-12T22:10:00,0,2024-11-13T16:25:00,London,615,$473
British Airways,1613,Los Angeles,2024-11-12T21:30:00,0,2024-11-13T16:00:00,London,630,$490
British Airways,1509,Los Angeles,2024-11-12T19:45:00,0,2024-11-13T14:20:00,London,635,$490
Finnair,5458,Los Angeles,2024-11-12T20:50:00,0,2024-11-13T15:10:00,London,620,$490
Delta,5978,Los Angeles,2024-11-13T17:10:00,0,2024-11-14T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-11-13T18:10:00,0,2024-11-14T12:30:00,London,620,$488
British Airways,268,Los Angeles,2024-11-13T20:50:00,0,2024-11-14T15:10:00,London,620,$488
British Airways,1604,Los Angeles,2024-11-13T17:10:00,0,2024-11-14T11:40:00,London,630,$488
British Airways,1509,Los Angeles,2024-11-13T19:45:00,0,2024-11-14T14:20:00,London,635,$488
Delta,5976,Los Angeles,2024-11-13T22:10:00,0,2024-11-14T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2024-11-13T18:10:00,0,2024-11-14T12:30:00,London,620,$488
British Airways,1613,Los Angeles,2024-11-13T21:30:00,0,2024-11-14T16:00:00,London,630,$488
American Airlines,6983,Los Angeles,2024-11-13T20:50:00,0,2024-11-14T15:10:00,London,620,$488
American Airlines,134,Los Angeles,2024-11-13T17:10:00,0,2024-11-14T11:40:00,London,630,$488
Iberia,3621,Los Angeles,2024-11-14T18:10:00,0,2024-11-15T12:30:00,London,620,$591
Iberia,3613,Los Angeles,2024-11-14T20:50:00,0,2024-11-15T15:10:00,London,620,$591
Iberia,4262,Los Angeles,2024-11-14T17:10:00,0,2024-11-15T11:40:00,London,630,$591
Iberia,3623,Los Angeles,2024-11-14T15:25:00,0,2024-11-15T09:50:00,London,625,$591
Iberia,4237,Los Angeles,2024-11-14T19:45:00,0,2024-11-15T14:20:00,London,635,$591
Iberia,4819,Los Angeles,2024-11-14T21:30:00,0,2024-11-15T16:00:00,London,630,$591
SWISS,41,Los Angeles,2024-11-14T19:20:00,1,2024-11-15T17:50:00,London,870,$560
Iberia,4991,Los Angeles,2024-11-14T14:34:00,1,2024-11-15T12:05:00,London,811,$596
SWISS,41,Los Angeles,2024-11-14T19:20:00,1,2024-11-15T17:05:00,London,825,$580
Iberia,4987,Los Angeles,2024-11-14T10:05:00,1,2024-11-15T07:20:00,London,795,$596
Virgin Atlantic,8,Los Angeles,2024-11-15T17:10:00,0,2024-11-16T11:25:00,London,615,$523
Delta,5978,Los Angeles,2024-11-15T17:10:00,0,2024-11-16T11:25:00,London,615,$523
Virgin Atlantic,24,Los Angeles,2024-11-15T22:10:00,0,2024-11-16T16:25:00,London,615,$523
Delta,5976,Los Angeles,2024-11-15T22:10:00,0,2024-11-16T16:25:00,London,615,$523
United,923,Los Angeles,2024-11-15T19:00:00,0,2024-11-16T13:30:00,London,630,$543
British Airways,280,Los Angeles,2024-11-15T18:10:00,0,2024-11-16T12:30:00,London,620,$588
Lufthansa,9343,Los Angeles,2024-11-15T19:00:00,0,2024-11-16T13:30:00,London,630,$543
British Airways,268,Los Angeles,2024-11-15T20:50:00,0,2024-11-16T15:10:00,London,620,$588
British Airways,1604,Los Angeles,2024-11-15T17:10:00,0,2024-11-16T11:40:00,London,630,$588
British Airways,282,Los Angeles,2024-11-15T15:25:00,0,2024-11-16T09:50:00,London,625,$588
Virgin Atlantic,8,Los Angeles,2024-11-16T17:10:00,0,2024-11-17T11:25:00,London,615,$474
Virgin Atlantic,24,Los Angeles,2024-11-16T22:10:00,0,2024-11-17T16:25:00,London,615,$474
Delta,5978,Los Angeles,2024-11-16T17:10:00,0,2024-11-17T11:25:00,London,615,$474
Delta,5976,Los Angeles,2024-11-16T22:10:00,0,2024-11-17T16:25:00,London,615,$474
Lufthansa,9343,Los Angeles,2024-11-16T19:00:00,0,2024-11-17T13:30:00,London,630,$494
Finnair,5458,Los Angeles,2024-11-16T20:50:00,0,2024-11-17T15:10:00,London,620,$525
Finnair,4013,Los Angeles,2024-11-16T17:10:00,0,2024-11-17T11:40:00,London,630,$525
Finnair,4092,Los Angeles,2024-11-16T21:30:00,0,2024-11-17T16:00:00,London,630,$525
Finnair,5784,Los Angeles,2024-11-16T19:45:00,0,2024-11-17T14:20:00,London,635,$525
Virgin Atlantic,1955,Los Angeles,2024-11-16T13:40:00,1,2024-11-17T10:00:00,London,740,$478
Virgin Atlantic,8,Los Angeles,2024-11-17T17:10:00,0,2024-11-18T11:25:00,London,615,$439
Alaska Airlines,8034,Los Angeles,2024-11-17T17:10:00,0,2024-11-18T11:40:00,London,630,$441
Delta,5978,Los Angeles,2024-11-17T17:10:00,0,2024-11-18T11:25:00,London,615,$473
British Airways,282,Los Angeles,2024-11-17T15:25:00,0,2024-11-18T09:50:00,London,625,$490
Virgin Atlantic,24,Los Angeles,2024-11-17T22:10:00,0,2024-11-18T16:25:00,London,615,$473
British Airways,280,Los Angeles,2024-11-17T18:10:00,0,2024-11-18T12:30:00,London,620,$490
British Airways,268,Los Angeles,2024-11-17T20:50:00,0,2024-11-18T15:10:00,London,620,$490
British Airways,1604,Los Angeles,2024-11-17T17:10:00,0,2024-11-18T11:40:00,London,630,$490
British Airways,1509,Los Angeles,2024-11-17T19:45:00,0,2024-11-18T14:20:00,London,635,$490
Delta,5976,Los Angeles,2024-11-17T22:10:00,0,2024-11-18T16:25:00,London,615,$473
Iberia,3621,Los Angeles,2024-11-18T18:10:00,0,2024-11-19T12:30:00,London,620,$424
Iberia,3623,Los Angeles,2024-11-18T15:25:00,0,2024-11-19T09:50:00,London,625,$424
Iberia,4262,Los Angeles,2024-11-18T17:10:00,0,2024-11-19T11:40:00,London,630,$424
Iberia,3613,Los Angeles,2024-11-18T20:50:00,0,2024-11-19T15:10:00,London,620,$424
Iberia,4237,Los Angeles,2024-11-18T19:45:00,0,2024-11-19T14:20:00,London,635,$424
Iberia,4819,Los Angeles,2024-11-18T21:30:00,0,2024-11-19T16:00:00,London,630,$424
Iberia,4987,Los Angeles,2024-11-18T10:05:00,1,2024-11-19T07:20:00,London,795,$429
Iberia,4459,Los Angeles,2024-11-18T09:00:00,1,2024-11-19T06:20:00,London,800,$429
Iberia,4536,Los Angeles,2024-11-18T09:40:00,1,2024-11-19T08:15:00,London,875,$429
SWISS,41,Los Angeles,2024-11-18T19:20:00,1,2024-11-19T17:05:00,London,825,$481
Virgin Atlantic,8,Los Angeles,2024-11-19T17:10:00,0,2024-11-20T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-11-19T17:10:00,0,2024-11-20T11:25:00,London,615,$473
British Airways,280,Los Angeles,2024-11-19T18:10:00,0,2024-11-20T12:30:00,London,620,$488
Virgin Atlantic,24,Los Angeles,2024-11-19T22:10:00,0,2024-11-20T16:25:00,London,615,$473
Alaska Airlines,8034,Los Angeles,2024-11-19T17:10:00,0,2024-11-20T11:40:00,London,630,$463
British Airways,282,Los Angeles,2024-11-19T15:25:00,0,2024-11-20T09:50:00,London,625,$488
British Airways,268,Los Angeles,2024-11-19T20:50:00,0,2024-11-20T15:10:00,London,620,$488
British Airways,1604,Los Angeles,2024-11-19T17:10:00,0,2024-11-20T11:40:00,London,630,$488
Alaska Airlines,8036,Los Angeles,2024-11-19T19:45:00,0,2024-11-20T14:20:00,London,635,$463
Alaska Airlines,8038,Los Angeles,2024-11-19T21:30:00,0,2024-11-20T16:00:00,London,630,$463
Virgin Atlantic,8,Los Angeles,2024-11-20T17:10:00,0,2024-11-21T11:25:00,London,615,$473
Delta,5978,Los Angeles,2024-11-20T17:10:00,0,2024-11-21T11:25:00,London,615,$473
Virgin Atlantic,24,Los Angeles,2024-11-20T22:10:00,0,2024-11-21T16:25:00,London,615,$473
British Airways,280,Los Angeles,2024-11-20T18:10:00,0,2024-11-21T12:30:00,London,620,$488
British Airways,268,Los Angeles,2024-11-20T20:50:00,0,2024-11-21T15:10:00,London,620,$488
British Airways,282,Los Angeles,2024-11-20T15:25:00,0,2024-11-21T09:50:00,London,625,$488
Delta,5976,Los Angeles,2024-11-20T22:10:00,0,2024-11-21T16:25:00,London,615,$473
American Airlines,6991,Los Angeles,2024-11-20T18:10:00,0,2024-11-21T12:30:00,London,620,$488
American Airlines,6983,Los Angeles,2024-11-20T20:50:00,0,2024-11-21T15:10:00,London,620,$488
American Airlines,6935,Los Angeles,2024-11-20T15:25:00,0,2024-11-21T09:50:00,London,625,$488
Virgin Atlantic,8,Los Angeles,2024-11-21T17:10:00,0,2024-11-22T11:25:00,London,615,$658
Virgin Atlantic,24,Los Angeles,2024-11-21T22:10:00,0,2024-11-22T16:25:00,London,615,$658
Delta,5978,Los Angeles,2024-11-21T17:10:00,0,2024-11-22T11:25:00,London,615,$658
Delta,5976,Los Angeles,2024-11-21T22:10:00,0,2024-11-22T16:25:00,London,615,$658
British Airways,268,Los Angeles,2024-11-21T20:50:00,0,2024-11-22T15:10:00,London,620,$708
British Airways,280,Los Angeles,2024-11-21T18:10:00,0,2024-11-22T12:30:00,London,620,$708
United,923,Los Angeles,2024-11-21T19:00:00,0,2024-11-22T13:30:00,London,630,$678
British Airways,282,Los Angeles,2024-11-21T15:25:00,0,2024-11-22T09:50:00,London,625,$708
American Airlines,6983,Los Angeles,2024-11-21T20:50:00,0,2024-11-22T15:10:00,London,620,$708
American Airlines,6991,Los Angeles,2024-11-21T18:10:00,0,2024-11-22T12:30:00,London,620,$708
Virgin Atlantic,8,Los Angeles,2024-11-22T17:10:00,0,2024-11-23T11:25:00,London,615,$658
Virgin Atlantic,24,Los Angeles,2024-11-22T22:10:00,0,2024-11-23T16:25:00,London,615,$658
Delta,5978,Los Angeles,2024-11-22T17:10:00,0,2024-11-23T11:25:00,London,615,$658
Delta,5976,Los Angeles,2024-11-22T22:10:00,0,2024-11-23T16:25:00,London,615,$658
Lufthansa,9343,Los Angeles,2024-11-22T19:00:00,0,2024-11-23T13:30:00,London,630,$678
Iberia,3613,Los Angeles,2024-11-22T20:50:00,0,2024-11-23T15:10:00,London,620,$714
Iberia,3621,Los Angeles,2024-11-22T18:10:00,0,2024-11-23T12:30:00,London,620,$764
Virgin Atlantic,1955,Los Angeles,2024-11-22T13:40:00,1,2024-11-23T10:00:00,London,740,$662
Iberia,3623,Los Angeles,2024-11-22T15:25:00,0,2024-11-23T09:50:00,London,625,$764
Iberia,4262,Los Angeles,2024-11-22T17:10:00,0,2024-11-23T11:40:00,London,630,$764
Virgin Atlantic,8,Los Angeles,2024-11-23T17:10:00,0,2024-11-24T11:25:00,London,615,$658
Virgin Atlantic,24,Los Angeles,2024-11-23T22:10:00,0,2024-11-24T16:25:00,London,615,$658
Delta,5978,Los Angeles,2024-11-23T17:10:00,0,2024-11-24T11:25:00,London,615,$658
Delta,5976,Los Angeles,2024-11-23T22:10:00,0,2024-11-24T16:25:00,London,615,$658
British Airways,282,Los Angeles,2024-11-23T15:25:00,0,2024-11-24T09:50:00,London,625,$708
British Airways,280,Los Angeles,2024-11-23T18:10:00,0,2024-11-24T12:30:00,London,620,$708
British Airways,268,Los Angeles,2024-11-23T20:50:00,0,2024-11-24T15:10:00,London,620,$708
United,923,Los Angeles,2024-11-23T19:00:00,0,2024-11-24T13:30:00,London,630,$678
United,1892,Los Angeles,2024-11-23T23:50:00,1,2024-11-24T20:50:00,London,780,$497
Delta,960,Los Angeles,2024-11-23T21:59:00,1,2024-11-24T19:55:00,London,836,$477
Iberia,3621,Los Angeles,2024-11-24T18:10:00,0,2024-11-25T12:30:00,London,620,$490
Iberia,3613,Los Angeles,2024-11-24T20:50:00,0,2024-11-25T15:10:00,London,620,$490
Iberia,3623,Los Angeles,2024-11-24T15:25:00,0,2024-11-25T09:50:00,London,625,$559
Iberia,4262,Los Angeles,2024-11-24T17:10:00,0,2024-11-25T11:40:00,London,630,$589
Iberia,4237,Los Angeles,2024-11-24T19:45:00,0,2024-11-25T14:20:00,London,635,$589
Iberia,4819,Los Angeles,2024-11-24T21:30:00,0,2024-11-25T16:00:00,London,630,$589
SWISS,41,Los Angeles,2024-11-24T19:20:00,1,2024-11-25T17:50:00,London,870,$510
